,Timestamp,Experiment Seed,SGDL Seed,Name,SGDL Hash,Generation Method,Parent 1,Parent 2
0,1780703573,804533712,567278957,Laihox,363358353,Random,,
1,1780703573,804533712,550795911,Yegeq,528869304,Random,,
2,1780703573,804533712,760001419,Haecon,262211873,Random,,
3,1780703573,804533712,934418273,Aziol,770958903,Random,,
4,1780703573,804533712,518873748,Peayux,907221475,Random,,
5,1780703573,804533712,987509221,Stuisa,810816298,Random,,
6,1780703573,804533712,39193370,Fuil,333397025,Random,,
7,1780703573,804533712,31570847,Libev,640807306,Random,,
8,1780703573,804533712,989565685,Ido,458987438,Random,,
9,1780703573,804533712,940721313,Iyiot,177204979,Random,,
10,1780703573,804533712,472965746,Ari,666383094,Random,,
11,1780703573,804533712,576275536,Oru,620556912,Random,,
12,1780703573,804533712,1815441,Staec,63976563,Random,,
13,1780703573,804533712,118187004,Braiku,645489213,Random,,
14,1780703573,804533712,964992131,Maev,184377996,Random,,
15,1780703573,804533712,846808146,Xouta,227254548,Random,,
16,1780703573,804533712,551619828,Muilu,962911778,Random,,
17,1780703573,804533712,46125260,Troru,952459737,Random,,
18,1780703573,804533712,409465337,Xoumo,196239828,Random,,
19,1780703573,804533712,117553007,Eguir,94461373,Random,,
20,1780703573,804533712,761636064,Paiveq,410596336,Random,,
21,1780703573,804533712,498346832,Pailu,968446679,Random,,
22,1780703573,804533712,976194963,Upe,579558221,Random,,
23,1780703573,804533712,573025703,Traebo,617787956,Random,,
24,1780703573,804533712,793438711,Osos,703724778,Random,,
25,1780703573,804533712,992033076,Ahiob,947760897,Random,,
26,1780703573,804533712,751445475,Upaes,158857452,Random,,
27,1780703573,804533712,607250562,Bioke,69384462,Random,,
28,1780703573,804533712,410023282,Yair,657600475,Random,,
29,1780703573,804533712,312484999,Ruke,67464740,Random,,
30,1780703573,804533712,376248625,Joul,5344023,Random,,
31,1780703573,804533712,147013646,Praewu,296065095,Random,,
32,1780703573,804533712,795109690,Ota,155812693,Random,,
33,1780703573,804533712,11402265,Vafi,960785154,Random,,
34,1780703573,804533712,674621046,Ocam,326688064,Random,,
35,1780703573,804533712,107863722,Ofu,716279639,Random,,
36,1780703573,804533712,715078985,Stuiyij,27782746,Random,,
37,1780703573,804533712,135518075,Yaikaz,434793829,Random,,
38,1780703573,804533712,616905655,Iqi,770413046,Random,,
39,1780703573,804533712,616570811,Roud,722785273,Random,,
40,1780703573,804533712,625014252,Waeq,494239865,Random,,
41,1780703573,804533712,832481272,Staeju,251792872,Random,,
42,1780703573,804533712,146324242,Grouge,555775913,Random,,
43,1780703573,804533712,873277804,Vuidic,913202659,Random,,
44,1780703573,804533712,324351887,Leg,856769252,Random,,
